__metadata,Equnr,Eqktu,Swerk,PName,SyStat,UserStat,UserStatTxt,CurrStat,Werks,Eqtyp
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C00011R20JSJDEHM07')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C00011R20JSJDEHM07')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C00011R20JSJDEHM07,11.00 R 20 JS  JDE++ _TT _ HM07,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C00011R20JSJDEHM08')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C00011R20JSJDEHM08')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C00011R20JSJDEHM08,11.00 R 20 JW JDE++ _TT _ HM-08,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C00011R20JSJDEHM09')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C00011R20JSJDEHM09')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C00011R20JSJDEHM09,11.00 R 20 JW JDE++ _TT _ HM09,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C00011R20JSJDEHM10')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C00011R20JSJDEHM10')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C00011R20JSJDEHM10,11.00 R 20 JW JDE++ _TT _ HM10,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C00155R12XPCHM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C00155R12XPCHM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C00155R12XPCHM01,155 R 12 ULTIMA XPC1 _ HM01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C00155R12XPCHM02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C00155R12XPCHM02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C00155R12XPCHM02,155 R 12 ULTIMA XPC1 _ HM02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRGC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRGC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0019565R15UXRGC01,195 / 65 R 15 UX ROYALE _ GC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRGC02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRGC02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0019565R15UXRGC02,195 / 65 R 15 UX ROYALE _ GC02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRGC03')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRGC03')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0019565R15UXRGC03,195 / 65 R 15 UX ROYALE _ GC03,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRGC04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRGC04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0019565R15UXRGC04,195 / 65 R 15 UX ROYALE _ GC04,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRGC05')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRGC05')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0019565R15UXRGC05,195 / 65 R 15 UX ROYALE _ GC05,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRGC06')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRGC06')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0019565R15UXRGC06,195 / 65 R 15 UX ROYALE _ GC06,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRGC07')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRGC07')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0019565R15UXRGC07,195 / 65 R 15 UX ROYALE _ GC07,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRGC08')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRGC08')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0019565R15UXRGC08,195 / 65 R 15 UX ROYALE _ GC08,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRGC09')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRGC09')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0019565R15UXRGC09,195 / 65 R 15 UX ROYALE _ GC09,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRGC10')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRGC10')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0019565R15UXRGC10,195 / 65 R 15 UX ROYALE _ GC10,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRHM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRHM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0019565R15UXRHM01,195 / 65 R 15 UX ROYALE _ HM01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRHM02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRHM02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0019565R15UXRHM02,195 / 65 R 15 UX ROYALE _ HM02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRHM03')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRHM03')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0019565R15UXRHM03,195 / 65 R 15 UX ROYALE _ HM03,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRHM04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0019565R15UXRHM04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0019565R15UXRHM04,195 / 65 R 15 UX ROYALE _ HM04,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C009R20JSJDE16GC05')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C009R20JSJDE16GC05')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C009R20JSJDE16GC05,9.00 R 20 JS JDE ++ 16PR TT_GC05,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C009R20JSJDE16GC06')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C009R20JSJDE16GC06')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C009R20JSJDE16GC06,9.00 R 20 JS JDE ++ 16PR TT_GC06,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C009R20JSJDE16GC07')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C009R20JSJDE16GC07')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C009R20JSJDE16GC07,9.00 R 20 JS JDE ++ 16PR TT_GC07,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C009R20JSJDE16GC08')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C009R20JSJDE16GC08')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C009R20JSJDE16GC08,9.00 R 20 JS JDE ++ 16PR TT_GC08,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C009R20JSJDE16GC09')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C009R20JSJDE16GC09')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C009R20JSJDE16GC09,9.00 R 20 JS JDE ++ 16PR TT_GC09,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C009R20JSJDE16GC10')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C009R20JSJDE16GC10')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C009R20JSJDE16GC10,9.00 R 20 JS JDE ++ 16PR TT_GC10,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C009R20JSJDE16GC11')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C009R20JSJDE16GC11')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C009R20JSJDE16GC11,9.00 R 20 JS JDE ++ 16PR TT_GC11,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C009R20JSJDE16GC12')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C009R20JSJDE16GC12')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C009R20JSJDE16GC12,9.00 R 20 JS JDE ++ 16PR TT_GC12,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C018565R15UXRTGC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C018565R15UXRTGC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C018565R15UXRTGC01,185/65R15 UX ROYALE DMD6205_GC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C018565R15UXRTGC02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C018565R15UXRTGC02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C018565R15UXRTGC02,185/65R15 UX ROYALE DMD6205_GC02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C019565R15UXRHMI05')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C019565R15UXRHMI05')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C019565R15UXRHMI05,195 / 65 R 15 UX ROYALE _ HMI05,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C019565R15UXRHMI06')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C019565R15UXRHMI06')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C019565R15UXRHMI06,195 / 65 R 15 UX ROYALE _ HMI06,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C019565R15UXRHMI07')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C019565R15UXRHMI07')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C019565R15UXRHMI07,195 / 65 R 15 UX ROYALE _ HMI07,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C019565R15UXRHMI08')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C019565R15UXRHMI08')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C019565R15UXRHMI08,195 / 65 R 15 UX ROYALE _ HMI08,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C026565R18RHTPHM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C026565R18RHTPHM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C026565R18RHTPHM01,265 / 65 R 18 RANGER HT _ HM01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C026565R18RHTPHM02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C026565R18RHTPHM02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C026565R18RHTPHM02,265 / 65 R 18 RANGER HT _ HM02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C027570R225JTLHM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C027570R225JTLHM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C027570R225JTLHM01,275/70R22.5 JUXE TL-HM01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C029580R225JUMGC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C029580R225JUMGC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C029580R225JUMGC01,295/80 R 22.5 JW JUM 16PR TL _ GC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C029580R225JUMGC02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C029580R225JUMGC02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C029580R225JUMGC02,295/80 R 22.5 JW JUM_GC02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C031580225JDL3HM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C031580225JDL3HM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C031580225JDL3HM01,315/80R22.5 JS JDL3+_HM01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C031580225JDL3HM02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C031580225JDL3HM02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C031580225JDL3HM02,315/80R22.5 JS JDL3+_HM02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0825R20JDE000GC11')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0825R20JDE000GC11')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0825R20JDE000GC11,8.25 R 20 JETSTEEL  JDE++ _ GC11,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0825R20JDE000GC12')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0825R20JDE000GC12')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0825R20JDE000GC12,8.25 R 20 JETSTEEL  JDE++ _ GC12,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0825R20JDE000GC13')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0825R20JDE000GC13')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0825R20JDE000GC13,8.25 R 20 JETSTEEL  JDE++ _ GC13,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0825R20JDE000GC14')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0825R20JDE000GC14')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0825R20JDE000GC14,8.25 R 20 JETSTEEL  JDE++ _ GC14,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0825R20JUH500GC07')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0825R20JUH500GC07')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0825R20JUH500GC07,8.25 R 20 JETWAY JUH5 _ GC07,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0825R20JUH500GC08')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0825R20JUH500GC08')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0825R20JUH500GC08,8.25 R 20 JETWAY JUH5 _ GC08,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0825R20JUH500GC09')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0825R20JUH500GC09')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0825R20JUH500GC09,8.25 R 20 JETWAY JUH5 _ GC09,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0825R20JUH500GC10')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C0825R20JUH500GC10')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C0825R20JUH500GC10,8.25 R 20 JETWAY JUH5 _ GC10,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C09R20JWJUH516GC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C09R20JWJUH516GC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C09R20JWJUH516GC01,9.00 R 20 JW JUH5 16PR TT _ GC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C09R20JWJUH516GC02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C09R20JWJUH516GC02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C09R20JWJUH516GC02,9.00 R 20 JW JUH5 16PR TT _ GC02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C09R20JWJUH516GC03')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C09R20JWJUH516GC03')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C09R20JWJUH516GC03,9.00 R 20 JW JUH5 16PR TT _ GC03,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C09R20JWJUH516GC04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C09R20JWJUH516GC04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C09R20JWJUH516GC04,9.00 R 20 JW JUH5 16PR TT _ GC04,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C09R20JWJUH516GC05')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C09R20JWJUH516GC05')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C09R20JWJUH516GC05,9.00 R 20 JW JUH5 16PR TT _ GC05,1900,Chennai Tyre Plant,,,,ACTIVE,,
