__metadata,Equnr,Eqktu,Swerk,PName,SyStat,UserStat,UserStatTxt,CurrStat,Werks,Eqtyp
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM07')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM07')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C9R20JWJUH316HM07,9.00 R 20 JW JUH3 TT_HM07,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM08')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM08')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C9R20JWJUH316HM08,9.00 R 20 JW JUH3 TT_HM08,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM09')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM09')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C9R20JWJUH316HM09,9.00 R 20 JW JUH3 TT_HM09,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM10')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM10')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C9R20JWJUH316HM10,9.00 R 20 JW JUH3 _HM-10,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM11')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM11')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C9R20JWJUH316HM11,9.00 R 20 JW JUH3 TT_HM11*,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM12')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM12')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C9R20JWJUH316HM12,9.00 R 20 JW JUH3 TT_HM12,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM13')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM13')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C9R20JWJUH316HM13,9.00 R 20 JW JUH3 _HM-13,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM14')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM14')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C9R20JWJUH316HM14,9.00 R 20 JW JUH3 TT_HM14,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM15')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM15')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C9R20JWJUH316HM15,9.00 R 20 JW JUH3 TT_HM15,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM16')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM16')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C9R20JWJUH316HM16,9.00 R 20 VIKRANT VUH3_HM16,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM17')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316HM17')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C9R20JWJUH316HM17,9.00 R 20 VIKRANT VUH3_HM17,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316MK02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH316MK02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C9R20JWJUH316MK02, 9.00 R 20 JW JUH3 TT_MK02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH516HM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH516HM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C9R20JWJUH516HM01,9.00 R 20 JW JUH5 16PR TT _ HM01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH516HM02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH516HM02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C9R20JWJUH516HM02,9.00 R 20 JW JUH5 16PR TT_HM02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH7TTGC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C9R20JWJUH7TTGC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C9R20JWJUH7TTGC01,9.00 R 20 JW JUR TT_GC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20CUXHM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20CUXHM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20CUXHM01,10.00 R 20 CUX 16PR TT-HM01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20CUXHM02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20CUXHM02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20CUXHM02,10.00R20 CUX 16PR TT-HM02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20CUXYE01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20CUXYE01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20CUXYE01,10.00R20 CHALLENGER CUX_ YE-01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20CUXYE02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20CUXYE02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20CUXYE02,10.00R20 CHALLENGER CUX_ YE-02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEGC04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEGC04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20JDEGC04,10.00 R 20 JS JDE++ 18 PR TT _ GC04,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEGR06')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEGR06')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20JDEGR06,10.00 R 20 JETSTEEL JDE++ 16PR TT,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEGR10')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEGR10')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20JDEGR10,10.00 R 20 JS JDE++ 16PR TT GR10,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEGR11')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEGR11')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20JDEGR11,295/90R20 JS JDE++_GR11*,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEGR15')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEGR15')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20JDEGR15,10.00 R 20 JETSTEEL JDE++ 16PR TT,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEGR20')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEGR20')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20JDEGR20,10.00R20 VIKRANT VDE++_GR20,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEGR22')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEGR22')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20JDEGR22,295/90R20 JS JDE++ TT_GR22,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEHM05')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEHM05')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20JDEHM05,10.00 R 20 JETSTEEL JDE++ 16PR TT HM05,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEHM13')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEHM13')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20JDEHM13,10.00 R 20 JS JDE ++ 16PR TT_HM13,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEHM51')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEHM51')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20JDEHM51,10.00 R 20 JS JDE++ 16PR TT HM51,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEHM54')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEHM54')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20JDEHM54,10.00 R 20 JS JDE ++16PR TT_HM54,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEHM59')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEHM59')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20JDEHM59,10.00 R 20 JS JDE++ 16PR TT _ HM59,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEHM74')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEHM74')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20JDEHM74,295/90R20 JS JDE++_HM74,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEHM75')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEHM75')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20JDEHM75,10.00 R20 JETSTEEL JDE++ 16PRTT HM75,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEHM83')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEHM83')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20JDEHM83,295/90R20 JS JDE++_HM83,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDELX04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDELX04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20JDELX04,10.00 R 20 JS JDE++ 16PR TT-LX04,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDELX2')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDELX2')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20JDELX2,10.00 R 20 JETSTEEL JDE++ 16PR TT,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEMC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JDEMC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20JDEMC01,10.00 R 20 JETSTEEL JDE ++   16PR TT,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JUCME01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JUCME01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20JUCME01,10.00 R 20 JETWAY JUC (M+S) 16PR TT,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JUCME02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000010R20JUCME02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000010R20JUCME02,10.00 R 20 JETWAY JUC (M+S) 16PR TT,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R20JDEGC03')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R20JDEGC03')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000011R20JDEGC03,11.00 R 20 JS JDE ++_GC03,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R20JDEGC06')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R20JDEGC06')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000011R20JDEGC06,11.00 R 20 JS JDE ++_GC06,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R20JDEGC07')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R20JDEGC07')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000011R20JDEGC07,11.00R20 JS JDE++_GC07,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R20JDEGC08')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R20JDEGC08')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000011R20JDEGC08,11.00 R 20 JS JDE++ TT  _ GC08,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R20JDEGC09')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R20JDEGC09')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000011R20JDEGC09,11.00 R 20 JS JDE ++_GC09,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R20JDEGC10')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R20JDEGC10')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000011R20JDEGC10,11.00 R 20 JS JDE++ TT  _ GC10,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R20JDHGC04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R20JDHGC04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000011R20JDHGC04,11.00 R 20 JS JDH 16PR TT_GC04*,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R20JDHGC05')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R20JDHGC05')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000011R20JDHGC05,11.00 R 20 JS JDH 16PR TT_GC05*,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R20JDHGC06')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R20JDHGC06')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000011R20JDHGC06,11.00 R 20 JETSTEEL JDH 16PR TT GC06*,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R225JDHH01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R225JDHH01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000011R225JDHH01,11 R 22.5 JETSTEEL JDH 16PR TL - H-01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R225JDHH02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R0000011R225JDHH02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R0000011R225JDHH02,11 R 22.5 JETSTEEL JDH 16PR TL - H-02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JDC3HM03')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JDC3HM03')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000011R20JDC3HM03,11.00 R 20 JETSTEEL JDC3 16PR TT_12SEG,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JDC3HM04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JDC3HM04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000011R20JDC3HM04,11.00 R 20 JETSTEEL JDC3 16PR TT_12SEG,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUC3GC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUC3GC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000011R20JUC3GC01,11.00 R 20 JETWAY JUC3 16PR TT_GC-01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUC3HM09')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('R000011R20JUC3HM09')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",R000011R20JUC3HM09,11.00 R 20 JW JUC3 16PR TT_HM-09,1900,Chennai Tyre Plant,,,,ACTIVE,,
